accountsapid,Single_Order,2019,2020,2021,Churn_Rule_year_wise,Churn_Rule_avg_cycle,Median_Days,3_years_cycle,Final_Churn,TotalOrderNumber,NumQtrsPerOrder,OrderChannel_NonDigital,OrderChannel_EProcurement,OrderChannel_ECommerce,Recency,Frequency,Monetary,RFM_Score,CountryCode,Average_years_taken_per order,Orders year wise,FirstOrderedDate_Year,FirstOrderedDate_Month,FirstOrderedDate_Week,FirstOrderedDate_Day,FirstOrderedDate_Dayofweek,LastOrderedDate_Year,LastOrderedDate_Month,LastOrderedDate_Week,LastOrderedDate_Day,LastOrderedDate_Dayofweek
168172.0,0,1,1,1,0,1,38.0,114.0,0,19.0,1.0,1,1,0,895.0,61.0,39198.23,6,2,1.0,3,2019,1,3,15,1,2021,5,21,25,1
163533.0,0,1,1,0,1,1,126.0,378.0,0,5.0,2.0,1,0,0,833.0,13.0,4532.41,7,0,2.0,0,2019,3,12,18,0,2020,12,52,22,1
170325.0,0,1,1,1,0,1,88.0,264.0,0,10.0,1.0,1,0,0,882.0,25.0,2792.66,8,2,1.0,3,2019,1,5,28,0,2021,2,7,17,2
167549.0,1,0,0,1,0,0,0.0,0.0,0,1.0,-1.0,1,0,0,164.0,5.0,115.0,8,2,3.0,6,2021,1,2,15,4,2021,1,2,15,4
168116.0,0,1,1,1,0,2,13.0,39.0,1,11.0,3.0,1,0,0,852.0,48.0,15156.6,6,2,1.0,3,2019,2,9,27,2,2021,3,11,19,4
176419.0,0,1,1,0,1,2,14.0,42.0,1,19.0,1.0,1,0,1,906.0,40.0,19366.93,6,0,2.0,0,2019,1,1,4,4,2020,5,21,19,1
168745.0,0,1,0,0,1,2,42.0,126.0,1,5.0,1.0,1,0,0,815.0,28.0,820.8,8,2,3.0,4,2019,4,14,5,4,2019,9,39,25,2
167890.0,0,0,1,1,0,1,256.0,768.0,0,3.0,2.0,1,0,1,523.0,39.0,3950.49,5,2,2.0,2,2020,1,4,22,2,2021,6,24,17,3
170453.0,0,1,1,1,0,1,20.0,60.0,0,23.0,1.0,1,0,0,875.0,153.0,30914.520000000004,6,2,1.0,3,2019,2,6,4,0,2021,5,18,5,2
165899.0,0,1,1,1,0,2,34.0,102.0,1,18.0,1.0,1,0,0,878.0,59.0,13050.000000000002,6,0,1.0,3,2019,2,5,1,4,2021,1,3,19,1
177618.0,0,1,1,1,0,2,5.0,15.0,1,177.0,1.0,1,0,0,906.0,1942.0,526681.4500000001,6,2,1.0,3,2019,1,1,4,4,2021,6,23,10,3
176087.0,0,1,1,1,0,2,14.0,42.0,1,51.0,1.0,1,0,0,906.0,98.0,27521.47,6,2,1.0,3,2019,1,1,4,4,2021,5,19,10,0
168452.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,893.0,2.0,66.0,12,2,3.0,4,2019,1,3,17,3,2019,1,3,17,3
163850.0,0,1,1,0,1,2,85.0,255.0,1,6.0,2.0,1,0,0,882.0,18.0,4676.0,8,0,2.0,0,2019,1,5,28,0,2020,6,27,30,1
168526.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,857.0,3.0,120.0,11,2,3.0,4,2019,2,8,22,4,2019,2,8,22,4
169117.0,0,1,1,0,1,2,125.0,375.0,1,2.0,1.0,1,0,0,594.0,7.0,1433.0,8,2,2.0,0,2019,11,46,12,1,2020,3,12,16,0
168036.0,0,0,0,1,0,2,6.0,18.0,1,2.0,-1.0,0,0,1,60.0,4.0,2270.4,7,2,3.0,6,2021,4,17,29,3,2021,5,18,5,2
178098.0,0,1,1,1,0,1,21.0,63.0,0,37.0,1.0,1,0,1,900.0,164.0,55471.92000000001,6,2,1.0,3,2019,1,2,10,3,2021,5,19,14,4
176205.0,0,1,0,1,1,1,58.0,174.0,0,6.0,3.0,1,1,0,881.0,22.0,6265.370000000001,8,0,2.0,1,2019,1,5,29,1,2021,4,13,2,4
169547.0,0,1,1,1,0,1,38.0,114.0,0,8.0,2.0,1,0,1,613.0,11.0,2654.0,6,2,1.0,3,2019,10,43,24,3,2021,5,21,24,0
178167.0,0,1,1,1,0,1,6.0,18.0,0,135.0,1.0,1,0,0,906.0,1044.0,708222.5499999999,6,2,1.0,3,2019,1,1,4,4,2021,6,24,18,4
176255.0,0,1,1,1,0,1,84.0,252.0,0,9.0,1.0,1,0,0,655.0,71.0,28865.5,4,1,1.0,3,2019,9,37,12,3,2021,5,21,24,0
162892.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,875.0,16.0,3558.4,8,2,3.0,4,2019,2,6,4,0,2019,2,6,4,0
164012.0,0,1,1,1,0,1,31.0,93.0,0,16.0,1.0,1,0,0,873.0,49.0,13353.48,6,0,1.0,3,2019,2,6,6,2,2021,3,13,31,2
162975.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,878.0,4.0,2570.0,10,2,3.0,4,2019,2,5,1,4,2019,2,5,1,4
168779.0,0,1,0,1,1,1,593.0,1779.0,0,2.0,6.0,1,0,0,605.0,2.0,976.0,9,2,2.0,1,2019,11,44,1,4,2021,6,24,16,2
160827.0,1,0,0,1,0,0,0.0,0.0,0,1.0,-1.0,0,0,1,152.0,3.0,837.0,7,2,3.0,6,2021,1,4,27,2,2021,1,4,27,2
170595.0,1,0,0,1,0,0,0.0,0.0,0,1.0,-1.0,1,0,0,69.0,2.0,531.96,9,2,3.0,6,2021,4,16,20,1,2021,4,16,20,1
178169.0,0,1,1,1,0,1,7.0,21.0,0,62.0,1.0,1,0,0,878.0,481.0,111622.59000000004,6,2,1.0,3,2019,2,5,1,4,2021,6,25,21,0
168845.0,0,1,1,0,1,2,60.0,180.0,1,5.0,2.0,1,0,1,760.0,7.0,1910.2,9,2,2.0,0,2019,5,22,30,3,2020,2,6,5,2
168178.0,0,0,1,0,1,2,83.0,249.0,1,2.0,1.0,1,0,0,333.0,5.0,1320.3,7,2,3.0,5,2020,7,31,30,3,2020,10,43,21,2
169783.0,0,1,1,1,0,1,79.0,237.0,0,10.0,2.0,1,0,0,804.0,65.0,8760.8,6,2,1.0,3,2019,4,16,16,1,2021,4,16,19,0
165393.0,0,1,1,0,1,1,178.0,534.0,0,3.0,2.0,1,0,0,838.0,5.0,678.46,10,0,2.0,0,2019,3,11,13,2,2020,3,10,4,2
178339.0,0,1,1,1,0,1,48.0,144.0,0,14.0,1.0,1,0,1,857.0,70.0,13377.35,6,2,1.0,3,2019,2,8,22,4,2021,6,24,14,0
164632.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,614.0,4.0,5225.84,7,0,3.0,4,2019,10,43,23,2,2019,10,43,23,2
169047.0,0,1,1,0,1,2,44.0,132.0,1,7.0,1.0,1,0,0,742.0,37.0,11405.910000000002,5,2,2.0,0,2019,6,25,17,0,2020,9,39,25,4
168521.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,192.0,2.0,1447.5,8,2,3.0,5,2020,12,51,18,4,2020,12,51,18,4
169922.0,0,1,1,0,1,2,33.0,99.0,1,9.0,1.0,1,0,0,718.0,48.0,17087.1,5,2,2.0,0,2019,7,28,11,3,2020,10,41,6,1
178399.0,0,1,1,0,1,2,14.0,42.0,1,30.0,1.0,1,0,0,893.0,157.0,48824.0,6,2,2.0,0,2019,1,3,17,3,2020,12,53,28,0
168943.0,0,1,0,1,1,1,172.0,516.0,0,4.0,4.0,1,0,0,871.0,10.0,3166.6,8,2,2.0,1,2019,2,6,8,4,2021,3,12,22,0
164380.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,760.0,1.0,219.23,11,0,3.0,4,2019,5,22,30,3,2019,5,22,30,3
164735.0,0,1,1,0,1,1,317.0,951.0,0,2.0,3.0,1,0,1,811.0,2.0,270.77,11,0,2.0,0,2019,4,15,9,1,2020,2,8,20,3
167771.0,1,0,0,1,0,0,0.0,0.0,0,1.0,-1.0,1,0,0,18.0,5.0,1293.74,7,2,3.0,6,2021,6,23,10,3,2021,6,23,10,3
170810.0,0,1,1,1,0,1,28.0,84.0,0,21.0,1.0,1,0,0,900.0,95.0,20101.66,6,2,1.0,3,2019,1,2,10,3,2021,5,21,26,2
164386.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,896.0,1.0,219.23,12,0,3.0,4,2019,1,3,14,0,2019,1,3,14,0
171663.0,0,0,1,1,0,1,35.0,105.0,0,10.0,1.0,1,0,0,483.0,28.0,13030.1,5,2,2.0,2,2020,3,10,2,0,2021,4,16,22,3
163535.0,1,0,0,1,0,0,0.0,0.0,0,1.0,-1.0,1,0,0,89.0,1.0,1057.69,8,0,3.0,6,2021,3,13,31,2,2021,3,13,31,2
178545.0,0,1,1,1,0,2,19.0,57.0,1,34.0,1.0,1,0,0,903.0,90.0,41845.29,6,0,1.0,3,2019,1,2,7,0,2021,2,7,17,2
176737.0,0,1,1,1,0,2,15.0,45.0,1,34.0,1.0,1,0,1,881.0,61.0,26901.6,6,2,1.0,3,2019,1,5,29,1,2021,1,2,12,1
168969.0,1,0,0,1,0,0,0.0,0.0,0,1.0,-1.0,0,0,1,52.0,1.0,47.2,9,2,3.0,6,2021,5,18,7,4,2021,5,18,7,4
169895.0,0,1,1,1,0,1,38.0,114.0,0,17.0,1.0,1,0,0,837.0,53.0,23714.870000000003,5,0,1.0,3,2019,3,11,14,3,2021,4,17,30,4
168762.0,0,1,1,0,1,1,472.0,1416.0,0,2.0,5.0,1,0,0,839.0,14.0,3238.4,7,2,2.0,0,2019,3,11,12,1,2020,6,26,26,4
170214.0,0,1,0,0,1,2,61.0,183.0,1,3.0,1.0,1,0,0,895.0,11.0,3399.0,8,2,3.0,4,2019,1,3,15,1,2019,5,20,17,4
167741.0,0,1,1,0,1,2,50.0,150.0,1,5.0,3.0,1,0,0,752.0,627.0,40038.2,5,2,2.0,0,2019,6,23,7,4,2020,11,45,5,3
168768.0,0,0,1,0,1,2,21.0,63.0,1,3.0,-1.0,1,0,0,264.0,6.0,888.8,7,2,3.0,5,2020,10,41,7,2,2020,11,47,18,2
165786.0,0,1,1,1,0,1,80.0,240.0,0,6.0,2.0,1,0,1,607.0,14.0,8209.23,6,0,1.0,3,2019,10,44,30,2,2021,6,24,17,3
175488.0,0,1,1,1,0,1,17.0,51.0,0,42.0,1.0,1,0,0,901.0,995.0,89341.92000000001,6,2,1.0,3,2019,1,2,9,2,2021,5,21,27,3
161118.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,314.0,1.0,627.0,9,2,3.0,5,2020,8,34,18,1,2020,8,34,18,1
178562.0,0,1,1,0,1,2,66.0,198.0,1,2.0,1.0,1,0,1,580.0,6.0,1641.6,8,2,2.0,0,2019,11,48,26,1,2020,1,5,31,4
164803.0,0,1,1,1,0,1,46.0,138.0,0,6.0,2.0,1,0,0,762.0,25.0,7462.0,7,0,1.0,3,2019,5,22,28,1,2021,2,7,18,3
170383.0,0,1,1,1,0,2,28.0,84.0,1,12.0,2.0,1,0,1,845.0,19.0,11283.06,6,0,1.0,3,2019,3,10,6,2,2021,2,7,18,3
163593.0,0,1,0,1,1,1,396.0,1188.0,0,3.0,4.0,1,0,0,810.0,27.0,3366.0,7,0,2.0,1,2019,4,15,10,2,2021,6,23,10,3
179072.0,0,1,1,0,1,2,29.0,87.0,1,15.0,1.0,1,0,1,871.0,40.0,21960.6,6,2,2.0,0,2019,2,6,8,4,2020,8,32,6,3
170495.0,0,1,1,1,0,1,9.0,27.0,0,57.0,1.0,1,0,0,882.0,99.0,79445.64999999997,6,2,1.0,3,2019,1,5,28,0,2021,6,22,2,2
171042.0,0,1,1,1,0,1,111.0,333.0,0,8.0,2.0,1,0,1,860.0,12.0,12908.0,7,2,1.0,3,2019,2,8,19,1,2021,5,20,20,3
161295.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,200.0,1.0,504.0,9,2,3.0,5,2020,12,50,10,3,2020,12,50,10,3
167550.0,0,1,0,0,1,2,19.0,57.0,1,4.0,3.0,1,0,1,885.0,6.0,4343.6,9,2,3.0,4,2019,1,4,25,4,2019,10,40,4,4
179259.0,0,1,1,1,0,1,42.0,126.0,0,10.0,2.0,1,0,1,819.0,40.0,4701.97,6,0,1.0,3,2019,4,14,1,0,2021,3,9,1,0
175855.0,0,1,1,1,0,1,52.0,156.0,0,17.0,1.0,1,0,0,878.0,680.0,36634.74,6,2,1.0,3,2019,2,5,1,4,2021,5,21,25,1
179287.0,0,1,1,1,0,1,64.0,192.0,0,10.0,1.0,1,0,0,815.0,53.0,8585.54,6,0,1.0,3,2019,4,14,5,4,2021,3,11,18,3
170710.0,0,1,1,0,1,2,70.0,210.0,1,4.0,3.0,1,0,1,851.0,9.0,5182.33,8,2,2.0,0,2019,2,9,28,3,2020,9,39,21,0
169214.0,0,1,1,0,1,1,212.0,636.0,0,4.0,2.0,1,0,1,907.0,10.0,6612.3,8,2,2.0,0,2019,1,1,3,3,2020,3,10,3,1
171113.0,0,1,1,1,0,1,28.0,84.0,0,35.0,1.0,1,0,1,895.0,76.0,146176.6,6,2,1.0,3,2019,1,3,15,1,2021,5,19,12,2
168641.0,0,1,1,0,1,1,403.0,1209.0,0,2.0,4.0,1,0,0,794.0,10.0,6102.8,7,2,2.0,0,2019,4,17,26,4,2020,6,23,2,1
179563.0,0,1,1,1,0,2,16.0,48.0,1,15.0,1.0,0,1,0,902.0,41.0,11757.96,6,2,1.0,3,2019,1,2,8,1,2021,3,13,29,0
178117.0,0,1,1,1,0,2,15.0,45.0,1,37.0,1.0,1,0,0,906.0,51.0,44289.0,6,2,1.0,3,2019,1,1,4,4,2021,4,16,23,4
164470.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,607.0,1.0,785.23,10,0,3.0,4,2019,10,44,30,2,2019,10,44,30,2
169441.0,0,1,1,1,0,1,68.0,204.0,0,7.0,2.0,1,0,0,684.0,20.0,9519.36,7,2,1.0,3,2019,8,33,14,2,2021,6,22,3,3
187321.0,0,1,1,1,0,1,163.0,489.0,0,6.0,4.0,1,0,0,889.0,35.0,22075.6,6,2,1.0,3,2019,1,4,21,0,2021,4,17,29,3
164207.0,0,1,1,1,0,1,161.0,483.0,0,4.0,2.0,1,0,0,742.0,6.0,3701.55,8,0,1.0,3,2019,6,25,17,0,2021,2,5,2,1
167807.0,0,1,1,1,0,1,36.0,108.0,0,17.0,1.0,1,0,0,901.0,69.0,10676.25,6,2,1.0,3,2019,1,2,9,2,2021,6,23,9,2
170875.0,0,1,1,0,1,2,39.0,117.0,1,6.0,2.0,1,0,0,762.0,110.0,31014.19,5,2,2.0,0,2019,5,22,28,1,2020,8,33,12,2
188363.0,0,1,1,0,1,2,5.0,15.0,1,139.0,1.0,1,1,0,908.0,648.0,235907.6899999998,6,2,2.0,0,2019,1,1,2,2,2020,12,53,31,3
176150.0,0,1,1,0,1,2,43.0,129.0,1,10.0,1.0,1,0,0,906.0,10.0,9164.52,8,2,2.0,0,2019,1,1,4,4,2020,9,39,24,3
169451.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,657.0,5.0,816.0,8,2,3.0,4,2019,9,37,10,1,2019,9,37,10,1
163456.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,467.0,26.0,1945.38,7,0,3.0,5,2020,3,12,18,2,2020,3,12,18,2
171387.0,0,1,1,1,0,1,43.0,129.0,0,10.0,2.0,1,0,0,775.0,19.0,6175.17,7,0,1.0,3,2019,5,20,15,2,2021,4,16,21,2
169730.0,0,1,1,1,0,1,38.0,114.0,0,7.0,2.0,1,0,0,570.0,18.0,5060.4,6,2,1.0,3,2019,12,49,6,4,2021,5,20,19,2
178417.0,0,1,1,1,0,1,5.0,15.0,0,201.0,1.0,1,1,0,900.0,903.0,385539.6400000001,6,2,1.0,3,2019,1,2,10,3,2021,6,24,16,2
171001.0,0,1,0,0,1,2,8.0,24.0,1,2.0,-1.0,1,0,1,571.0,4.0,1837.0,8,2,3.0,4,2019,12,49,5,3,2019,12,50,13,4
171282.0,0,1,1,1,0,1,69.0,207.0,0,7.0,2.0,1,0,0,844.0,24.0,17010.37,6,0,1.0,3,2019,3,10,7,3,2021,1,3,22,4
171675.0,0,1,1,1,0,1,84.0,252.0,0,7.0,2.0,1,0,1,902.0,34.0,30457.25,6,2,1.0,3,2019,1,2,8,1,2021,6,25,21,0
163851.0,0,1,1,0,1,1,297.0,891.0,0,3.0,4.0,1,0,0,861.0,7.0,3653.84,9,0,2.0,0,2019,2,8,18,0,2020,10,41,5,0
169800.0,0,1,1,0,1,1,241.0,723.0,0,2.0,3.0,1,0,0,766.0,11.0,2880.75,7,2,2.0,0,2019,5,21,24,4,2020,1,4,20,0
172336.0,0,1,1,1,0,1,12.0,36.0,0,31.0,1.0,1,0,0,893.0,104.0,114995.48,6,2,1.0,3,2019,1,3,17,3,2021,5,21,25,1
168252.0,0,1,0,1,1,1,692.0,2076.0,0,2.0,8.0,1,0,0,864.0,2.0,452.0,12,2,2.0,1,2019,2,7,15,4,2021,1,1,7,3
188522.0,0,1,1,1,0,1,20.0,60.0,0,33.0,1.0,1,0,0,885.0,86.0,49226.0,6,2,1.0,3,2019,1,4,25,4,2021,5,21,25,1
171024.0,0,1,1,0,1,2,43.0,129.0,1,10.0,1.0,1,0,0,895.0,21.0,5782.4,8,2,2.0,0,2019,1,3,15,1,2020,9,39,21,0
171391.0,0,1,1,1,0,1,151.0,453.0,0,5.0,4.0,1,0,0,899.0,9.0,5495.0,8,2,1.0,3,2019,1,2,11,4,2021,5,19,13,3
169812.0,0,1,1,0,1,2,17.0,51.0,1,18.0,1.0,1,0,0,879.0,95.0,18820.24,6,2,2.0,0,2019,1,5,31,3,2020,11,46,10,1
171786.0,0,0,1,0,1,2,93.0,279.0,1,3.0,2.0,1,0,0,521.0,4.0,3014.0,7,2,3.0,5,2020,1,4,24,4,2020,7,31,29,2
171181.0,0,1,1,1,0,1,215.0,645.0,0,5.0,3.0,1,0,1,871.0,11.0,7485.389999999999,8,0,1.0,3,2019,2,6,8,4,2021,4,15,12,0
164581.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,817.0,3.0,3563.07,8,0,3.0,4,2019,4,14,3,2,2019,4,14,3,2
170283.0,0,1,1,0,1,2,23.0,69.0,1,6.0,2.0,1,0,0,773.0,9.0,7043.0,7,2,2.0,0,2019,5,20,17,4,2020,7,30,23,3
164752.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,661.0,2.0,383.6,10,0,3.0,4,2019,9,36,6,4,2019,9,36,6,4
178483.0,0,1,1,1,0,1,4.0,12.0,0,177.0,1.0,1,1,1,907.0,599.0,225983.00000000003,6,2,1.0,3,2019,1,1,3,3,2021,6,25,21,0
170324.0,0,1,1,0,1,2,23.0,69.0,1,10.0,1.0,0,1,0,682.0,15.0,5027.42,7,2,2.0,0,2019,8,33,16,4,2020,5,19,5,1
163772.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,567.0,7.0,4637.38,7,0,3.0,4,2019,12,50,9,0,2019,12,50,9,0
172053.0,0,1,1,1,0,1,59.0,177.0,0,11.0,1.0,1,0,0,896.0,41.0,29400.0,6,2,1.0,3,2019,1,3,14,0,2021,5,18,7,4
172286.0,0,1,1,1,0,1,193.0,579.0,0,6.0,2.0,1,0,0,880.0,10.0,4961.6,8,2,1.0,3,2019,1,5,30,2,2021,4,17,27,1
164180.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,311.0,9.0,2152.45,6,0,3.0,5,2020,8,34,21,4,2020,8,34,21,4
165528.0,0,1,1,0,1,2,92.0,276.0,1,5.0,1.0,1,0,0,875.0,36.0,7682.779999999999,7,0,2.0,0,2019,2,6,4,0,2020,1,4,20,0
171427.0,0,1,0,0,1,2,170.0,510.0,1,2.0,2.0,1,0,0,846.0,5.0,5323.099999999999,8,0,3.0,4,2019,3,10,5,1,2019,8,34,22,3
176116.0,0,1,1,1,0,1,137.0,411.0,0,4.0,4.0,1,0,0,782.0,8.0,1623.1,8,2,1.0,3,2019,5,19,8,2,2021,4,17,26,0
169088.0,0,1,0,0,1,2,29.0,87.0,1,9.0,1.0,1,0,1,867.0,22.0,4285.6900000000005,8,2,3.0,4,2019,2,7,12,1,2019,9,38,16,0
189322.0,0,1,1,1,0,1,20.0,60.0,0,31.0,1.0,1,0,0,893.0,266.0,53404.0,6,2,1.0,3,2019,1,3,17,3,2021,6,24,14,0
167664.0,0,1,0,1,1,1,682.0,2046.0,0,2.0,8.0,1,0,0,826.0,4.0,649.1,10,2,2.0,1,2019,3,13,25,0,2021,2,5,4,3
175414.0,0,0,1,0,1,2,96.0,288.0,1,2.0,1.0,1,0,0,424.0,2.0,916.0,9,2,3.0,5,2020,4,18,30,3,2020,8,32,4,1
170100.0,0,1,1,0,1,2,97.0,291.0,1,6.0,2.0,1,0,0,887.0,11.0,4629.99,8,0,2.0,0,2019,1,4,23,2,2020,9,37,8,1
189343.0,0,1,1,1,0,2,7.0,21.0,1,84.0,1.0,1,1,0,878.0,255.0,135408.84,6,2,1.0,3,2019,2,5,1,4,2021,5,21,26,2
169208.0,0,1,1,0,1,1,252.0,756.0,0,3.0,2.0,1,0,1,783.0,19.0,3592.0,7,2,2.0,0,2019,5,19,7,1,2020,9,39,23,2
175535.0,0,1,1,1,0,1,30.0,90.0,0,20.0,1.0,1,0,1,843.0,134.0,69720.0,5,2,1.0,3,2019,3,10,8,4,2021,6,23,9,2
176689.0,0,1,1,0,1,2,10.0,30.0,1,28.0,1.0,1,0,0,895.0,248.0,51850.63999999999,6,2,2.0,0,2019,1,3,15,1,2020,10,43,20,1
164699.0,0,1,0,0,1,1,289.0,867.0,0,2.0,3.0,1,0,0,847.0,4.0,689.24,11,0,3.0,4,2019,3,10,4,0,2019,12,51,18,2
189904.0,0,1,1,0,1,2,96.0,288.0,1,3.0,2.0,1,0,1,612.0,4.0,627.6,9,2,2.0,0,2019,10,43,25,4,2020,5,19,4,0
178537.0,0,1,1,1,0,2,27.0,81.0,1,16.0,1.0,1,0,0,775.0,68.0,25015.85,5,2,1.0,3,2019,5,20,15,2,2021,1,3,19,1
165026.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,826.0,2.0,889.23,10,0,3.0,4,2019,3,13,25,0,2019,3,13,25,0
165238.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,641.0,1.0,238.85,10,0,3.0,4,2019,9,39,26,3,2019,9,39,26,3
170990.0,0,1,0,0,1,2,43.0,129.0,1,3.0,1.0,1,0,0,790.0,3.0,1445.0,9,2,3.0,4,2019,4,18,30,1,2019,7,30,25,3
176765.0,0,1,1,1,0,1,162.0,486.0,0,4.0,3.0,1,1,1,859.0,4.0,2516.0,10,2,1.0,3,2019,2,8,20,2,2021,4,17,29,3
168597.0,0,1,0,1,1,1,138.0,414.0,0,5.0,4.0,1,0,0,903.0,15.0,8065.92,8,2,2.0,1,2019,1,2,7,0,2021,1,4,27,2
189977.0,0,1,1,1,0,1,37.0,111.0,0,19.0,1.0,1,0,0,886.0,359.0,39342.51000000001,6,2,1.0,3,2019,1,4,24,3,2021,6,23,9,2
165272.0,0,0,1,1,0,1,380.0,1140.0,0,2.0,4.0,1,0,0,510.0,3.0,1980.77,8,0,2.0,2,2020,2,6,4,1,2021,2,7,18,3
168333.0,0,1,1,0,1,1,316.0,948.0,0,3.0,4.0,1,0,0,895.0,6.0,3276.8,9,2,2.0,0,2019,1,3,15,1,2020,10,41,9,4
164253.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,661.0,2.0,2800.0,8,0,3.0,4,2019,9,36,6,4,2019,9,36,6,4
168636.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,559.0,1.0,475.0,10,2,3.0,4,2019,12,51,17,1,2019,12,51,17,1
190034.0,0,0,1,1,0,2,28.0,84.0,1,13.0,1.0,1,0,0,497.0,25.0,7317.86,6,2,2.0,2,2020,2,8,17,0,2021,1,1,7,3
178734.0,0,1,1,1,0,1,65.0,195.0,0,9.0,2.0,1,0,0,810.0,38.0,10804.1,5,2,1.0,3,2019,4,15,10,2,2021,4,15,14,2
176548.0,0,1,1,1,0,1,30.0,90.0,0,24.0,1.0,1,0,0,795.0,57.0,49602.76,5,2,1.0,3,2019,4,17,25,3,2021,6,22,4,4
190462.0,0,1,1,1,0,2,8.0,24.0,1,70.0,1.0,1,1,0,907.0,969.0,95766.52,6,2,1.0,3,2019,1,1,3,3,2021,1,1,8,4
168564.0,0,1,0,0,1,2,48.0,144.0,1,3.0,1.0,1,0,0,865.0,13.0,3480.0,8,2,3.0,4,2019,2,7,14,3,2019,5,21,22,2
179079.0,0,1,1,1,0,2,7.0,21.0,1,77.0,1.0,1,0,0,894.0,319.0,262850.92,6,2,1.0,3,2019,1,3,16,2,2021,6,22,4,4
168601.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,480.0,3.0,4219.2,7,2,3.0,5,2020,3,10,5,3,2020,3,10,5,3
190489.0,0,1,1,1,0,1,9.0,27.0,0,70.0,1.0,1,0,0,866.0,677.0,75260.34,6,2,1.0,3,2019,2,7,13,2,2021,6,24,17,3
179145.0,0,1,0,0,1,2,176.0,528.0,1,2.0,2.0,1,0,0,872.0,4.0,2500.0,10,2,3.0,4,2019,2,6,7,3,2019,8,31,2,4
169734.0,0,1,0,1,1,1,619.0,1857.0,0,2.0,7.0,1,0,0,661.0,6.0,300.24,9,2,2.0,1,2019,9,36,6,4,2021,5,20,17,0
178137.0,0,1,1,1,0,1,28.0,84.0,0,20.0,1.0,1,0,0,734.0,96.0,27272.400000000005,5,2,1.0,3,2019,6,26,25,1,2021,4,16,23,4
164222.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,293.0,1.0,226.92,9,0,3.0,5,2020,9,37,8,1,2020,9,37,8,1
176489.0,0,1,1,1,0,1,224.0,672.0,0,5.0,2.0,1,0,0,906.0,22.0,10532.0,7,2,1.0,3,2019,1,1,4,4,2021,4,14,6,1
163672.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,333.0,1.0,742.31,9,0,3.0,5,2020,7,31,30,3,2020,7,31,30,3
172352.0,0,1,1,1,0,1,23.0,69.0,0,17.0,1.0,1,0,0,735.0,31.0,25197.75,5,2,1.0,3,2019,6,26,24,0,2021,6,22,4,4
168999.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,718.0,1.0,247.2,11,2,3.0,4,2019,7,28,11,3,2019,7,28,11,3
175283.0,0,1,1,1,0,1,406.0,1218.0,0,3.0,4.0,1,0,0,881.0,65.0,5625.3,7,2,1.0,3,2019,1,5,29,1,2021,4,16,20,1
177724.0,0,1,1,1,0,1,14.0,42.0,0,49.0,1.0,1,0,0,857.0,169.0,96465.3,6,1,1.0,3,2019,2,8,22,4,2021,6,23,10,3
165357.0,1,0,1,0,1,0,0.0,0.0,1,1.0,-1.0,0,0,1,349.0,2.0,353.08,9,0,3.0,5,2020,7,29,14,1,2020,7,29,14,1
190677.0,1,1,0,0,1,0,0.0,0.0,1,2.0,-1.0,1,0,0,679.0,21.0,6317.469999999999,7,2,3.0,4,2019,8,34,19,0,2019,8,34,19,0
165034.0,0,0,0,1,0,1,34.0,102.0,0,3.0,-1.0,1,0,0,165.0,13.0,8141.16,5,0,3.0,6,2021,1,2,14,3,2021,3,12,23,1
176649.0,1,1,0,0,1,0,0.0,0.0,1,1.0,-1.0,1,0,0,718.0,4.0,873.6,9,2,3.0,4,2019,7,28,11,3,2019,7,28,11,3
