accountsapid,Single_Order,2019,2020,2021,Churn_Rule_year_wise,Churn_Rule_avg_cycle,Median_Days,3_years_cycle,Final_Churn,TotalOrderNumber,FirstOrderedDate,LastOrderedDate,NumQtrsPerOrder,OrderChannel_NonDigital,OrderChannel_EProcurement,OrderChannel_ECommerce,Recency,Frequency,Monetary,RFM_Score,CountryCode,Average_years_taken_per order,Orders year wise
157693.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,453.0,1359.0,WillNot_Churn,2.0,2019-06-26,2020-09-21,5.0,Yes,No,No,733.0,10.0,10063.15,7,US,2.0,"Orders in 2019,2020"
156002.0,No,No,Yes,No,Will_Churn,Will_Churn,41.0,123.0,Will_Churn,2.0,2020-06-25,2020-08-05,1.0,Yes,No,No,368.0,5.0,1695.0,7,US,3.0,Orders only in 2020
160579.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,18.0,54.0,Will_Churn,24.0,2019-02-14,2021-04-14,1.0,Yes,No,Yes,865.0,77.0,20465.99,6,US,1.0,Orders in all years
160678.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,97.0,291.0,WillNot_Churn,6.0,2019-06-19,2021-02-09,2.0,Yes,No,No,740.0,52.0,5061.17,6,US,1.0,Orders in all years
162221.0,No,Yes,No,Yes,Will_Churn,WillNot_Churn,51.0,153.0,WillNot_Churn,8.0,2019-01-07,2021-03-17,2.0,Yes,Yes,No,903.0,21.0,11471.259999999998,7,US,2.0,"Orders in 2019,2021"
162540.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,303.0,909.0,WillNot_Churn,2.0,2019-03-27,2020-01-24,4.0,Yes,No,No,824.0,4.0,4489.28,8,US,2.0,"Orders in 2019,2020"
159944.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,307.0,921.0,WillNot_Churn,4.0,2019-01-29,2021-04-20,3.0,Yes,No,No,881.0,7.0,4657.6,9,US,1.0,Orders in all years
160526.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,113.0,339.0,WillNot_Churn,5.0,2019-02-20,2021-02-17,4.0,Yes,No,No,859.0,36.0,7692.27,7,US,1.0,Orders in all years
162081.0,No,Yes,Yes,No,Will_Churn,Will_Churn,22.0,66.0,Will_Churn,6.0,2019-08-13,2020-07-10,2.0,Yes,No,No,685.0,8.0,5115.2,7,US,2.0,"Orders in 2019,2020"
162931.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,12.0,36.0,WillNot_Churn,77.0,2019-01-07,2021-06-11,1.0,Yes,No,Yes,903.0,1062.0,262868.08,6,US,1.0,Orders in all years
159568.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,170.0,510.0,WillNot_Churn,4.0,2019-03-20,2020-11-16,2.0,Yes,No,No,831.0,24.0,1696.8000000000002,8,US,2.0,"Orders in 2019,2020"
156014.0,No,Yes,No,No,Will_Churn,Will_Churn,98.0,294.0,Will_Churn,3.0,2019-03-05,2019-09-17,1.0,Yes,No,No,846.0,110.0,5348.0,6,US,3.0,Orders only in 2019
156977.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-02-01,2019-02-01,-1.0,Yes,No,No,878.0,2.0,4456.8,10,US,3.0,Orders only in 2019
157911.0,No,Yes,Yes,No,Will_Churn,Will_Churn,12.0,36.0,Will_Churn,4.0,2019-12-13,2020-01-27,1.0,Yes,No,No,563.0,4.0,1895.2000000000005,8,US,2.0,"Orders in 2019,2020"
157471.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-06-29,2020-06-29,-1.0,Yes,No,No,364.0,1.0,149.6,9,US,3.0,Orders only in 2020
160710.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-01-26,2021-01-26,-1.0,Yes,No,No,153.0,1.0,585.0,9,US,3.0,Orders only in 2021
162972.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,49.0,147.0,WillNot_Churn,15.0,2019-01-29,2021-05-19,1.0,Yes,No,No,881.0,376.0,106735.62,6,US,1.0,Orders in all years
159597.0,No,Yes,No,No,Will_Churn,Will_Churn,31.0,93.0,Will_Churn,4.0,2019-05-21,2019-11-04,1.0,Yes,No,Yes,769.0,8.0,1323.2,8,US,3.0,Orders only in 2019
157290.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-02-18,2020-02-18,-1.0,Yes,No,No,496.0,1.0,166.6,10,US,3.0,Orders only in 2020
160888.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,106.0,318.0,WillNot_Churn,4.0,2019-04-03,2021-04-14,4.0,Yes,No,Yes,817.0,26.0,6538.99,7,US,1.0,Orders in all years
160409.0,No,Yes,Yes,No,Will_Churn,Will_Churn,19.0,57.0,Will_Churn,5.0,2019-08-14,2020-09-21,4.0,Yes,Yes,No,684.0,16.0,9286.81,7,US,2.0,"Orders in 2019,2020"
158500.0,No,No,Yes,No,Will_Churn,Will_Churn,74.0,222.0,Will_Churn,3.0,2020-06-01,2020-10-28,1.0,No,No,Yes,392.0,9.0,1576.8000000000002,7,US,3.0,Orders only in 2020
162185.0,No,No,Yes,Yes,WillNot_Churn,Will_Churn,1.0,3.0,Will_Churn,4.0,2020-12-22,2021-03-31,1.0,Yes,No,Yes,188.0,7.0,5532.6,6,US,2.0,"Orders in 2020,2021"
163164.0,No,Yes,Yes,No,Will_Churn,Will_Churn,29.0,87.0,Will_Churn,12.0,2019-02-25,2020-11-18,2.0,Yes,Yes,No,854.0,25.0,31175.590000000004,7,US,2.0,"Orders in 2019,2020"
160515.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,128.0,384.0,WillNot_Churn,6.0,2019-03-18,2021-02-02,2.0,Yes,No,Yes,833.0,18.0,11560.89,6,US,1.0,Orders in all years
161384.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,33.0,99.0,WillNot_Churn,23.0,2019-01-10,2021-06-16,1.0,Yes,Yes,No,900.0,93.0,13685.080000000004,6,US,1.0,Orders in all years
155481.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-02-19,2020-02-19,-1.0,No,No,Yes,495.0,1.0,158.4,10,US,3.0,Orders only in 2020
163167.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,4.0,12.0,Will_Churn,145.0,2019-01-04,2021-06-14,1.0,Yes,Yes,No,906.0,819.0,216179.97999999992,6,US,1.0,Orders in all years
154833.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-01-30,2019-01-30,-1.0,Yes,No,No,880.0,1.0,820.0,11,US,3.0,Orders only in 2019
158035.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-03-25,2021-03-25,-1.0,Yes,No,No,95.0,1.0,886.4,8,US,3.0,Orders only in 2021
160596.0,No,Yes,Yes,No,Will_Churn,Will_Churn,89.0,267.0,Will_Churn,6.0,2019-03-06,2020-07-31,1.0,Yes,No,No,845.0,50.0,7170.16,6,US,2.0,"Orders in 2019,2020"
159424.0,No,Yes,No,No,Will_Churn,Will_Churn,27.0,81.0,Will_Churn,2.0,2019-10-29,2019-11-25,-1.0,Yes,No,No,608.0,8.0,2019.6,7,US,3.0,Orders only in 2019
160798.0,No,Yes,Yes,No,Will_Churn,Will_Churn,66.0,198.0,Will_Churn,4.0,2019-12-03,2020-07-09,1.0,Yes,No,No,573.0,13.0,3800.26,6,US,2.0,"Orders in 2019,2020"
160502.0,No,Yes,No,Yes,Will_Churn,WillNot_Churn,406.0,1218.0,WillNot_Churn,3.0,2019-03-13,2021-06-03,4.0,Yes,No,No,838.0,6.0,1023.91,9,US,2.0,"Orders in 2019,2021"
161575.0,No,Yes,Yes,No,Will_Churn,Will_Churn,38.0,114.0,Will_Churn,6.0,2019-09-16,2020-11-25,2.0,Yes,No,Yes,651.0,22.0,10137.8,5,US,2.0,"Orders in 2019,2020"
155082.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-02-15,2021-02-15,-1.0,No,No,Yes,133.0,1.0,136.0,9,US,3.0,Orders only in 2021
161420.0,No,No,Yes,Yes,WillNot_Churn,WillNot_Churn,232.0,696.0,WillNot_Churn,2.0,2020-10-14,2021-06-03,2.0,Yes,No,No,257.0,3.0,1747.7,7,US,2.0,"Orders in 2020,2021"
158143.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-12-18,2019-12-18,-1.0,Yes,No,No,558.0,3.0,3879.2,7,US,3.0,Orders only in 2019
158276.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,291.0,873.0,WillNot_Churn,3.0,2019-03-07,2020-10-09,4.0,Yes,No,Yes,844.0,5.0,861.6,9,US,2.0,"Orders in 2019,2020"
161149.0,No,Yes,Yes,No,Will_Churn,Will_Churn,38.0,114.0,Will_Churn,6.0,2019-07-22,2020-09-03,2.0,Yes,No,No,707.0,25.0,5905.33,7,US,2.0,"Orders in 2019,2020"
158182.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,207.0,621.0,WillNot_Churn,4.0,2019-01-25,2021-05-17,3.0,Yes,No,No,885.0,6.0,624.0,11,US,1.0,Orders in all years
160693.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,159.0,477.0,WillNot_Churn,4.0,2019-02-12,2020-09-30,3.0,Yes,No,No,867.0,24.0,8592.1,8,US,2.0,"Orders in 2019,2020"
159344.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,98.0,294.0,WillNot_Churn,7.0,2019-08-06,2021-03-26,1.0,Yes,No,No,692.0,12.0,3033.6000000000004,7,US,1.0,Orders in all years
163277.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-03-19,2021-03-19,-1.0,Yes,No,No,101.0,5.0,1599.01,7,CA,3.0,Orders only in 2021
162627.0,No,Yes,Yes,No,Will_Churn,Will_Churn,14.0,42.0,Will_Churn,25.0,2019-01-24,2020-07-24,1.0,Yes,No,No,886.0,216.0,60263.46,6,US,2.0,"Orders in 2019,2020"
158261.0,No,Yes,Yes,No,Will_Churn,Will_Churn,82.0,246.0,Will_Churn,6.0,2019-01-08,2020-03-19,1.0,Yes,No,Yes,902.0,7.0,1347.2,10,US,2.0,"Orders in 2019,2020"
158980.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,80.0,240.0,WillNot_Churn,10.0,2019-01-23,2021-04-20,2.0,Yes,No,No,887.0,43.0,7103.46,7,US,1.0,Orders in all years
156427.0,No,Yes,Yes,No,Will_Churn,Will_Churn,69.0,207.0,Will_Churn,7.0,2019-02-12,2020-09-24,2.0,Yes,No,No,867.0,28.0,18793.5,7,US,2.0,"Orders in 2019,2020"
163389.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,5.0,15.0,WillNot_Churn,115.0,2019-01-04,2021-06-17,1.0,Yes,No,Yes,906.0,742.0,173934.34999999998,6,CA,1.0,Orders in all years
160695.0,No,Yes,No,No,Will_Churn,Will_Churn,31.0,93.0,Will_Churn,2.0,2019-08-09,2019-09-09,-1.0,Yes,No,No,689.0,11.0,5932.66,7,US,3.0,Orders only in 2019
161262.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,19.0,57.0,WillNot_Churn,28.0,2019-02-05,2021-06-02,1.0,Yes,No,No,874.0,62.0,17752.800000000003,6,US,1.0,Orders in all years
161175.0,No,Yes,No,Yes,Will_Churn,WillNot_Churn,539.0,1617.0,WillNot_Churn,2.0,2019-07-30,2021-01-19,6.0,Yes,No,No,699.0,27.0,6759.75,7,US,2.0,"Orders in 2019,2021"
163423.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,6.0,18.0,Will_Churn,79.0,2019-01-08,2021-05-12,1.0,Yes,No,No,902.0,339.0,142135.33,6,CA,1.0,Orders in all years
162635.0,No,Yes,Yes,No,Will_Churn,Will_Churn,13.0,39.0,Will_Churn,23.0,2019-01-25,2020-07-30,1.0,Yes,No,No,885.0,195.0,152357.99000000002,6,US,2.0,"Orders in 2019,2020"
159127.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,246.0,738.0,WillNot_Churn,3.0,2019-04-09,2020-08-14,5.0,Yes,No,Yes,811.0,9.0,1912.96,8,US,2.0,"Orders in 2019,2020"
158253.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,164.0,492.0,WillNot_Churn,5.0,2019-01-29,2020-11-30,2.0,Yes,No,Yes,881.0,14.0,4924.8,8,US,2.0,"Orders in 2019,2020"
159518.0,No,Yes,Yes,No,Will_Churn,Will_Churn,73.0,219.0,Will_Churn,2.0,2019-12-06,2020-02-17,1.0,No,No,Yes,570.0,3.0,1692.0,8,US,2.0,"Orders in 2019,2020"
156881.0,No,Yes,No,No,Will_Churn,Will_Churn,85.0,255.0,Will_Churn,2.0,2019-08-27,2019-11-20,1.0,Yes,No,No,671.0,5.0,680.0,10,US,3.0,Orders only in 2019
161277.0,No,No,Yes,Yes,WillNot_Churn,WillNot_Churn,41.0,123.0,WillNot_Churn,4.0,2020-05-29,2021-03-15,2.0,Yes,No,No,395.0,18.0,536.8000000000001,8,US,2.0,"Orders in 2020,2021"
159824.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,313.0,939.0,WillNot_Churn,3.0,2019-08-08,2021-04-26,4.0,Yes,No,No,690.0,4.0,590.05,10,US,1.0,Orders in all years
163117.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,36.0,108.0,WillNot_Churn,24.0,2019-01-04,2021-06-15,1.0,Yes,No,No,906.0,47.0,11998.9,6,US,1.0,Orders in all years
159586.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-12-26,2019-12-26,-1.0,Yes,No,No,550.0,1.0,728.0,10,US,3.0,Orders only in 2019
160470.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-07-22,2019-07-22,-1.0,Yes,No,No,707.0,4.0,428.0,10,US,3.0,Orders only in 2019
161296.0,No,Yes,Yes,No,Will_Churn,WillNot_Churn,296.0,888.0,WillNot_Churn,3.0,2019-10-02,2020-07-24,3.0,Yes,No,Yes,635.0,11.0,3986.8,6,US,2.0,"Orders in 2019,2020"
162733.0,No,Yes,Yes,No,Will_Churn,Will_Churn,54.0,162.0,Will_Churn,9.0,2019-02-01,2020-10-19,2.0,Yes,No,No,878.0,15.0,6600.8,8,US,2.0,"Orders in 2019,2020"
162276.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,106.0,318.0,WillNot_Churn,4.0,2019-04-29,2021-06-04,3.0,Yes,No,No,791.0,31.0,6850.73,6,US,1.0,Orders in all years
163424.0,No,Yes,No,No,Will_Churn,Will_Churn,38.0,114.0,Will_Churn,7.0,2019-03-19,2019-11-27,1.0,Yes,No,No,832.0,28.0,19861.01,6,CA,3.0,Orders only in 2019
161450.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,31.0,93.0,WillNot_Churn,6.0,2019-10-21,2021-06-10,3.0,Yes,No,Yes,616.0,6.0,7214.0,7,US,1.0,Orders in all years
161770.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,62.0,186.0,WillNot_Churn,9.0,2019-06-18,2021-02-18,1.0,Yes,No,No,741.0,14.0,9752.0,7,US,1.0,Orders in all years
161187.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-10-05,2020-10-05,-1.0,Yes,No,No,266.0,1.0,884.0,8,US,3.0,Orders only in 2020
158779.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-01-06,2021-01-06,-1.0,Yes,No,No,173.0,1.0,141.4,9,US,3.0,Orders only in 2021
162468.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,20.0,60.0,WillNot_Churn,13.0,2019-08-01,2021-06-14,1.0,Yes,No,No,697.0,83.0,25668.5,5,US,1.0,Orders in all years
163430.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,12.0,36.0,Will_Churn,34.0,2019-01-17,2021-03-08,1.0,Yes,No,Yes,893.0,73.0,34771.36999999999,6,CA,1.0,Orders in all years
163131.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,11.0,33.0,Will_Churn,42.0,2019-01-29,2021-02-02,1.0,Yes,No,No,881.0,205.0,107561.83,6,US,1.0,Orders in all years
161827.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-12-12,2019-12-12,-1.0,No,No,Yes,564.0,3.0,3789.0,7,US,3.0,Orders only in 2019
157132.0,No,Yes,No,No,Will_Churn,Will_Churn,194.0,582.0,Will_Churn,2.0,2019-03-22,2019-10-02,3.0,No,No,Yes,829.0,5.0,1206.4,9,US,3.0,Orders only in 2019
161136.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-03-30,2021-03-30,-1.0,Yes,No,No,90.0,1.0,805.0,8,US,3.0,Orders only in 2021
163459.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,51.0,153.0,WillNot_Churn,12.0,2019-02-21,2021-06-15,1.0,Yes,No,No,858.0,480.0,31097.94,6,CA,1.0,Orders in all years
163163.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-11-24,2020-11-24,-1.0,No,Yes,No,216.0,5.0,4983.24,6,US,3.0,Orders only in 2020
160060.0,No,Yes,No,Yes,Will_Churn,WillNot_Churn,308.0,924.0,WillNot_Churn,3.0,2019-06-05,2021-02-11,7.0,Yes,No,No,754.0,8.0,3168.04,7,US,2.0,"Orders in 2019,2021"
163589.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,4.0,12.0,WillNot_Churn,227.0,2019-01-07,2021-06-21,1.0,Yes,No,No,903.0,759.0,347646.23,6,CA,1.0,Orders in all years
157476.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-05-23,2019-05-23,-1.0,Yes,No,No,767.0,5.0,1192.0,9,US,3.0,Orders only in 2019
161375.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,84.0,252.0,WillNot_Churn,8.0,2019-02-26,2021-02-03,1.0,Yes,Yes,No,853.0,17.0,11354.81,7,US,1.0,Orders in all years
162010.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,59.0,177.0,WillNot_Churn,11.0,2019-04-15,2021-03-16,1.0,Yes,No,No,805.0,23.0,12343.56,6,US,1.0,Orders in all years
159216.0,No,Yes,No,Yes,Will_Churn,WillNot_Churn,708.0,2124.0,WillNot_Churn,2.0,2019-07-02,2021-06-09,7.0,No,No,Yes,727.0,5.0,588.0,10,US,2.0,"Orders in 2019,2021"
161527.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,2.0,2020-09-21,2020-09-21,-1.0,No,No,Yes,280.0,2.0,1118.0,8,US,3.0,Orders only in 2020
160769.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,318.0,954.0,WillNot_Churn,3.0,2019-05-23,2021-02-17,4.0,Yes,No,No,767.0,5.0,3614.55,8,US,1.0,Orders in all years
163348.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,9.0,27.0,Will_Churn,32.0,2019-01-24,2021-03-18,1.0,Yes,No,No,886.0,336.0,55250.36000000001,6,CA,1.0,Orders in all years
161532.0,No,Yes,No,No,Will_Churn,WillNot_Churn,220.0,660.0,WillNot_Churn,2.0,2019-05-07,2019-12-13,2.0,Yes,No,No,783.0,6.0,3459.2,8,US,3.0,Orders only in 2019
160773.0,No,Yes,No,Yes,Will_Churn,WillNot_Churn,85.0,255.0,WillNot_Churn,5.0,2019-03-28,2021-06-17,3.0,Yes,No,No,823.0,19.0,13611.38,6,US,2.0,"Orders in 2019,2021"
158013.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-04-03,2019-04-03,-1.0,Yes,No,No,817.0,2.0,416.0,11,US,3.0,Orders only in 2019
163385.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,10.0,30.0,WillNot_Churn,63.0,2019-01-23,2021-06-14,1.0,Yes,No,Yes,887.0,334.0,96227.46999999994,6,CA,1.0,Orders in all years
155150.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-02-15,2021-02-15,-1.0,Yes,No,No,133.0,1.0,610.0,9,US,3.0,Orders only in 2021
161745.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,16.0,48.0,WillNot_Churn,8.0,2019-02-05,2021-06-09,3.0,Yes,No,Yes,874.0,12.0,8456.24,8,US,1.0,Orders in all years
163639.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,54.0,162.0,WillNot_Churn,15.0,2019-02-26,2021-04-27,1.0,Yes,No,No,853.0,39.0,19414.110000000004,6,CA,1.0,Orders in all years
158296.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-03-22,2021-03-22,-1.0,Yes,No,No,98.0,2.0,460.8,9,US,3.0,Orders only in 2021
163387.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,21.0,63.0,WillNot_Churn,22.0,2019-02-21,2021-06-17,2.0,Yes,No,No,858.0,91.0,32976.53999999999,6,CA,1.0,Orders in all years
155474.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-02-05,2019-02-05,-1.0,No,No,Yes,874.0,1.0,760.0,12,US,3.0,Orders only in 2019
161902.0,No,Yes,No,Yes,Will_Churn,WillNot_Churn,594.0,1782.0,WillNot_Churn,2.0,2019-09-19,2021-05-05,7.0,Yes,No,No,648.0,4.0,2458.0,8,US,2.0,"Orders in 2019,2021"
159547.0,No,No,Yes,Yes,WillNot_Churn,WillNot_Churn,228.0,684.0,WillNot_Churn,3.0,2020-02-25,2021-05-26,5.0,Yes,No,No,489.0,15.0,17056.48,5,US,2.0,"Orders in 2020,2021"
163782.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,46.0,138.0,WillNot_Churn,13.0,2019-01-21,2021-06-15,2.0,Yes,No,No,889.0,46.0,21676.91,6,CA,1.0,Orders in all years
160790.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,83.0,249.0,WillNot_Churn,5.0,2019-08-23,2021-06-11,4.0,Yes,No,Yes,675.0,11.0,4088.08,7,US,1.0,Orders in all years
159238.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-12-30,2020-12-30,-1.0,Yes,No,No,180.0,5.0,580.0,8,US,3.0,Orders only in 2020
162486.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,56.0,168.0,WillNot_Churn,11.0,2019-09-20,2021-06-09,1.0,Yes,No,No,647.0,25.0,21657.0,5,US,1.0,Orders in all years
158252.0,No,No,Yes,No,Will_Churn,Will_Churn,12.0,36.0,Will_Churn,2.0,2020-02-12,2020-02-24,-1.0,Yes,No,No,502.0,11.0,6009.6,6,US,3.0,Orders only in 2020
161955.0,No,No,Yes,No,Will_Churn,Will_Churn,14.0,42.0,Will_Churn,2.0,2020-01-02,2020-01-16,-1.0,Yes,No,No,543.0,12.0,2328.0,7,US,3.0,Orders only in 2020
159976.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-08-20,2020-08-20,-1.0,Yes,No,No,312.0,3.0,1075.2,7,US,3.0,Orders only in 2020
158334.0,No,No,Yes,Yes,WillNot_Churn,WillNot_Churn,467.0,1401.0,WillNot_Churn,2.0,2020-02-07,2021-05-19,5.0,Yes,No,No,507.0,2.0,2692.8,8,US,2.0,"Orders in 2020,2021"
158161.0,Yes,No,No,Yes,WillNot_Churn,Single order throughout,0.0,0.0,WillNot_Churn,1.0,2021-06-09,2021-06-09,-1.0,Yes,No,No,19.0,10.0,1416.0,6,US,3.0,Orders only in 2021
162857.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,162.0,486.0,WillNot_Churn,8.0,2019-05-06,2021-01-14,2.0,Yes,No,No,784.0,16.0,39653.66,6,US,1.0,Orders in all years
163815.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,10.0,30.0,Will_Churn,62.0,2019-01-10,2021-05-17,1.0,Yes,No,No,900.0,308.0,138414.92,6,CA,1.0,Orders in all years
157920.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-03-11,2020-03-11,-1.0,Yes,No,No,474.0,1.0,819.2,9,US,3.0,Orders only in 2020
163275.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,23.0,69.0,WillNot_Churn,27.0,2019-01-28,2021-05-25,1.0,Yes,No,Yes,882.0,343.0,73285.09,6,CA,1.0,Orders in all years
161974.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,97.0,291.0,WillNot_Churn,5.0,2019-11-08,2021-05-07,3.0,Yes,No,No,598.0,164.0,6050.280000000001,5,US,1.0,Orders in all years
158518.0,No,No,Yes,No,Will_Churn,WillNot_Churn,114.0,342.0,WillNot_Churn,2.0,2020-08-26,2020-12-18,1.0,Yes,No,No,306.0,5.0,3414.24,6,US,3.0,Orders only in 2020
155656.0,Yes,No,Yes,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2020-02-26,2020-02-26,-1.0,Yes,No,No,488.0,2.0,900.0,9,US,3.0,Orders only in 2020
162381.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,11.0,33.0,Will_Churn,39.0,2019-03-07,2021-05-18,2.0,Yes,No,No,844.0,85.0,66178.76000000001,5,US,1.0,Orders in all years
160189.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-09-18,2019-09-18,-1.0,Yes,No,No,649.0,6.0,4613.2,7,US,3.0,Orders only in 2019
162916.0,No,Yes,Yes,Yes,WillNot_Churn,WillNot_Churn,26.0,78.0,WillNot_Churn,24.0,2019-01-18,2021-06-09,1.0,Yes,No,No,892.0,230.0,18055.8,6,US,1.0,Orders in all years
160050.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-06-21,2019-06-21,-1.0,Yes,No,No,738.0,3.0,993.6,9,US,3.0,Orders only in 2019
158708.0,No,Yes,No,No,Will_Churn,Will_Churn,63.0,189.0,Will_Churn,2.0,2019-02-28,2019-05-02,1.0,Yes,No,No,851.0,3.0,3404.8,9,US,3.0,Orders only in 2019
163289.0,No,Yes,Yes,Yes,WillNot_Churn,Will_Churn,23.0,69.0,Will_Churn,18.0,2019-01-16,2021-03-24,2.0,Yes,No,No,894.0,139.0,24656.49,6,CA,1.0,Orders in all years
161154.0,Yes,Yes,No,No,Will_Churn,Single order throughout,0.0,0.0,Will_Churn,1.0,2019-01-29,2019-01-29,-1.0,Yes,No,No,881.0,3.0,96.0,11,US,3.0,Orders only in 2019
157502.0,No,Yes,No,No,Will_Churn,Will_Churn,6.0,18.0,Will_Churn,3.0,2019-08-08,2019-08-20,-1.0,Yes,No,Yes,690.0,6.0,2210.3,9,US,3.0,Orders only in 2019
